-32.86328,149.80375
-33.68488,115.46334
-33.66077,115.25863
-36.96978,146.75244
-26.10688,151.6288
-33.87754,150.86777
-33.85247,151.12945
-24.84369,152.02491
-37.80329,145.00043
-41.21131,146.17558
-43.23333,147.09803
-25.13664,151.12935
-33.38996,149.55047
-33.91055,149.34763
-32.8442,151.37651
-32.1624,150.89012
-41.24112,146.32449
-37.75669,144.89626
-37.69657,146.36406
-30.24061,152.01293
-35.07628,138.59372
-32.69466,151.53461
-18.47499,145.88579
-32.81082,151.42867
-32.88324,151.39668
-17.7998,143.43956
-30.29421,151.25027
-25.20324,152.32893
-28.37333,152.32088
-33.73355,150.91371
-12.79565,131.12295
-41.28049,146.32495
-27.58963,153.02787
-37.25243,145.70202
-27.3037,151.6911
-35.28732,149.11213
-41.07007,145.89399
-42.86574,147.46989
-33.77704,115.37437
-37.84087,145.84969
-35.99735,148.76974
-38.42519,145.53186
-32.93254,151.72625
-32.95098,151.7177
-32.24941,117.72485
-27.52154,152.28656
-25.9119,144.70107
-37.38446,143.67251
-34.92577,138.59973
-37.07467,143.67736
-23.11468,150.69673
-13.19095,131.1376
-35.30795,148.06368
-35.08146,148.40992
-28.03305,153.27963
-43.35579,147.32612
-16.88394,145.74673
-28.59388,152.82575
-34.1569,137.74281
-38.67015,146.39615
-33.61888,150.70737
-24.21251,151.90335
-35.26215,149.14589
-19.54686,147.4437
-34.08447,150.82904
-38.69611,143.56898
-38.45944,144.10689
-20.26787,148.71622
-38.03555,147.0844
-19.65354,147.33726
-19.29771,146.76434
-27.94861,114.61132
-41.30452,148.31671
-36.3558,150.07685
-20.08292,146.24937
-12.37896,130.87423
-34.73589,140.50879
-35.69201,141.97654
-37.74593,144.77003
-35.02387,117.88354
-27.34553,152.9684
-32.41586,147.50811
-24.32548,149.78253
-27.70787,153.26916
-34.85922,138.51953
-41.29309,147.78932
-38.61139,146.66598
-38.59869,146.58795
-34.87831,138.52135
-37.84071,144.95571
-24.43965,148.3974
-27.42803,153.04521
-21.50903,142.69317
-37.77595,144.8194
-34.57072,150.77503
-34.56084,150.79575
-36.08214,146.91017
-40.93487,145.18523
-31.05895,152.76814
-27.42442,153.00052
-25.47455,152.6601
-32.37423,117.30582
-35.01512,138.73619
-35.26733,138.48314
-35.27888,138.4618
-23.83529,151.07133
-32.91427,148.26801
-31.82761,115.86713
-21.16447,149.09961
-37.19131,145.71106
-34.16062,115.19957
-26.67064,153.10804
-27.52277,153.22046
-33.90985,151.19278
-33.81518,137.82127
-33.9933,151.02475
-32.03424,115.80861
-37.55696,143.81723
-35.16147,147.51238
-27.6113,153.03352
-29.05024,152.58745
-26.76002,151.6317
-19.32661,146.59971
-23.70036,133.88089
-21.00041,134.39409
-33.26817,151.39865
-32.4348,151.77193
-31.61455,115.68059
-38.29287,146.02163
-38.28526,146.05489
-38.34374,146.09959
-33.76508,151.24886
-28.19557,151.94953
-32.71069,151.42353
-28.00836,152.75909
-29.04726,115.02908
-36.27611,146.90982
-38.38647,142.59067
-33.33753,116.09806
-33.97002,151.11452
-34.10946,147.14097
-34.90433,138.55515
-37.36871,143.93855
-38.00337,140.70894
-34.30398,138.91766
-43.01068,147.20406
-23.38894,150.50287
-27.90126,152.93908
-38.27035,141.65616
-30.8161,152.83137
-21.32393,149.21106
-19.42492,146.9472
-28.03585,151.98272
-24.95238,152.36214
-32.54169,151.96093
-32.36334,151.53623
-34.26662,138.63086
-37.02881,143.67682
-28.23338,114.69358
-17.34006,144.67813
-35.60413,146.79169
-36.22497,146.06069
-38.45863,145.58388
-43.32148,147.24218
-17.11626,145.83486
-23.64966,146.64107
-37.78077,145.03116
-34.40952,150.52396
-20.98411,137.85075
-23.27589,149.35051
-28.80561,153.44548
-28.84213,153.44036
-34.59717,138.91362
-37.86928,144.83029
-37.87163,144.77808
-37.83471,144.84768
-23.30718,150.38804
-29.64092,152.95145
-19.4575,147.48173
-38.24432,143.4819
-13.85287,136.42249
-26.34524,152.67499
-26.35952,152.56331
-35.17033,149.12588
-33.16432,148.92084
-23.39387,139.67312
-26.15662,131.14472
-28.69532,115.1188
-34.08047,150.80364
-17.74731,144.31566
-33.71163,115.32628
-27.64043,152.7024
-41.20612,146.37295
-23.78568,150.9268
-26.54921,148.1869
-34.23847,118.22088
-35.77694,137.8765
-35.77305,137.77996
-37.14647,143.67017
-28.58362,151.80109
-27.39789,153.43908
-23.76847,133.93067
-37.94124,146.3998
-28.62402,152.06643
-37.18234,143.39992
-21.65288,135.22453
-32.60343,138.32739
-33.29636,141.80229
-33.54487,141.73014
-37.93803,144.2847
-33.68676,138.56545
-32.67607,151.49513
-27.07839,131.20589
-23.37944,136.49541
-36.97227,145.79054
-30.4536,137.16498
-30.77681,136.61509
-21.09694,149.18533
-25.99842,152.67358
-38.52174,145.4493
-36.73993,149.26121
-42.33,147.46064
-33.599,138.63124
-34.67146,138.66678
-20.58452,148.42
-27.13461,152.08588
-35.80545,149.42833
-35.3349,138.96945
-34.50115,139.04683
-34.75513,139.30616
-24.0786,118.01042
-36.63575,149.85715
-29.11312,147.90256
-34.85913,138.56067
-35.9992,148.66485
-37.01433,147.45141
-38.40513,144.18927
-34.64077,138.6466
-29.48101,153.35996
-13.98119,136.46121
-13.97005,136.59334
-32.2187,115.86538
-22.00828,133.46465
-32.77692,152.08327
-34.38932,139.38842
-33.88144,151.17068
-19.31109,146.78764
-33.65777,150.94351
-27.51161,153.03183
-33.66919,115.16909
-34.8477,142.83012
-41.03789,148.26834
-27.54559,152.87227
-35.80174,138.07272
-27.87818,152.68408
-25.63821,152.60253
-42.20401,147.40135
-20.66316,117.09337
-36.29842,142.02456
-12.39191,130.89015
-34.85524,139.19677
-33.92808,138.93758
-43.15912,147.29609
-38.74843,143.67043
-33.05054,138.42808
-34.20089,150.78748
-35.88565,143.87805
-35.94096,143.85991
-30.96493,150.82515
-32.0194,115.83322
-28.61395,151.95549
-25.21521,152.234
-32.51231,150.86485
-32.68522,149.70505
-41.95662,148.16487
-32.59836,148.96393
-42.41812,147.13831
-36.96756,141.08075
-36.36737,148.94553
-30.88823,153.06696
-35.64693,149.81215
-23.70239,133.84954
-26.15949,152.66767
-22.97216,145.24543
-25.61128,152.32592
-27.39752,152.95954
-25.80681,151.67007
-35.25796,149.07565
-37.2843,142.92823
-35.7862,145.29243
-27.98146,152.54862
-38.39491,145.88822
-17.06157,143.99539
-37.36904,146.82917
-33.6231,151.05273
-19.15104,146.86423
-36.5416,145.36256
-36.59378,145.38112
-33.06034,151.57582
-25.02985,148.81407
-36.8309,143.5023
-36.88492,143.51731
-12.51182,130.97059
-27.56839,153.02417
-13.34792,142.52661
-36.89447,146.25651
-38.54829,145.56373
-31.20422,137.19217
-23.98933,148.33948
-32.03476,118.10277
-37.77596,144.80104
-31.73451,150.78559
-30.58855,151.55675
-34.35736,146.9034
-36.37854,145.29537
-32.02488,115.84141
-34.42295,137.91681
-36.23825,142.68032
-24.07205,132.26771
-35.3155,148.45387
-32.93481,151.63088
-30.62195,152.74633
-34.85828,145.67415
-24.25515,150.43348
-36.96763,144.71685
-33.54822,115.76634
-23.27732,147.5625
-34.34811,147.22122
-30.1337,139.64033
-33.72778,149.38295
-34.04242,149.64425
-37.85532,145.01914
-32.15239,116.00827
-33.83679,138.57943
-31.44798,148.46345
-30.51417,151.66899
-37.21003,142.88499
-21.45491,149.28956
-27.22574,152.82965
-38.23465,144.3694
-33.93632,151.14469
-33.78727,150.87196
-33.9119,136.56835
-15.80974,134.14711
-36.69082,143.86837
-36.66177,143.76205
-26.77538,153.11317
-30.0596,153.18789
-30.05977,153.20274
-17.10991,145.30199
-29.44006,115.62837
-29.54356,115.06993
-29.6146,115.34013
-33.80943,151.18566
-41.05955,144.68187
-33.33805,117.03417
-37.5877,145.21816
-42.00249,146.96593
-38.35443,144.94979
-34.25753,137.7564
-32.55484,148.74271
-23.78482,133.81467
-33.87362,142.88526
-27.93971,153.37278
-27.43027,153.05868
-27.8254,151.99673
-37.40088,143.80251
-36.71225,144.33338
-31.94068,115.923
-34.98693,138.56464
-37.77583,144.92338
-35.28283,138.77018
-37.40543,144.45857
-37.86339,145.07942
-33.9019,151.11932
-29.42393,153.18745
-31.73421,115.79245
-29.41374,153.17939
-29.43097,153.20263
-33.91759,150.8991
-32.23124,116.14054
-33.88953,151.12586
-24.87276,152.39614
-31.9152,115.93764
-29.32125,151.09608
-34.94871,138.57395
-27.4456,152.99212
-29.31777,149.80806
-35.12318,147.32996
-27.98638,153.38205
-34.93973,138.73739
-32.77382,151.601
-35.51045,139.36576
-27.62846,152.5601
-37.86469,145.09306
-38.02648,145.10191
-38.02346,145.11837
-27.36386,153.01574
-33.68748,151.10869
-34.8698,138.70285
-17.26827,145.47457
-38.2399,145.77982
-27.61535,151.77485
-34.85768,138.54263
-28.99964,151.05801
-22.98305,134.93172
-27.42101,152.45551
-32.02581,115.80135
-30.8948,150.82465
-37.66752,144.88529
-32.1328,115.86059
-27.52223,151.64174
-32.16841,115.86112
-36.2411,142.23414
-33.84932,151.03342
-25.9999,150.50818
-34.028,138.68164
-29.83895,151.04172
-27.47553,152.99342
-36.47236,144.09569
-25.79469,146.58661
-34.31594,115.15973
-27.66915,152.89354
-34.91972,138.6844
-13.60938,141.82845
-34.30628,150.93456
-42.77503,147.24882
-28.13582,153.31749
-33.93311,150.81203
-31.02195,152.9378
-34.0938,139.16909
-33.27903,115.71443
-38.05097,144.45169
-33.63633,151.3306
-31.78131,115.98923
-36.89279,145.23059
-24.89048,152.37388
-36.9018,140.23
-32.74558,149.48011
-34.61352,150.47932
-24.88185,152.31255
-41.78215,147.72044
-37.08854,143.4738
-33.46494,151.43239
-35.08855,139.30897
-26.75581,152.23556
-34.35207,150.63475
-34.28116,138.33875
-34.51418,150.73377
-24.74144,152.16123
-37.76946,144.86509
-36.52988,144.60446
-36.53999,142.89554
-36.36398,148.72882
-37.9207,145.46725
-31.64627,116.20684
-33.00774,151.54341
-36.84893,144.41948
-36.78792,144.50413
-34.41907,150.49274
-19.57605,147.40517
-38.41566,142.85945
